GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALT1E001,ALT1E002,ALT1E003,NAME_M,ALT1M001,ALT1M002,ALT1M003
G2800050,2015-2019,MS,,,Mississippi,28,Amite County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28005,,,"Amite County, Mississippi",47.1,43.3,49.4,"Amite County, Mississippi",1.3,3.9,1.7
G2800070,2015-2019,MS,,,Mississippi,28,Attala County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28007,,,"Attala County, Mississippi",39.8,38.8,41.1,"Attala County, Mississippi",0.5,0.8,2
G2800090,2015-2019,MS,,,Mississippi,28,Benton County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28009,,,"Benton County, Mississippi",41.5,40.4,42.1,"Benton County, Mississippi",2.2,3.6,2.2
G2800110,2015-2019,MS,,,Mississippi,28,Bolivar County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28011,,,"Bolivar County, Mississippi",35.6,33.6,38.1,"Bolivar County, Mississippi",0.3,1.3,0.7
G2800130,2015-2019,MS,,,Mississippi,28,Calhoun County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28013,,,"Calhoun County, Mississippi",41.4,39.9,42.8,"Calhoun County, Mississippi",0.8,1,1
G2800150,2015-2019,MS,,,Mississippi,28,Carroll County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28015,,,"Carroll County, Mississippi",47.6,47,48.3,"Carroll County, Mississippi",0.9,2.7,0.6
G2800170,2015-2019,MS,,,Mississippi,28,Chickasaw County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28017,,,"Chickasaw County, Mississippi",37.8,36.7,39.1,"Chickasaw County, Mississippi",0.9,1.2,1.6
G2800190,2015-2019,MS,,,Mississippi,28,Choctaw County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28019,,,"Choctaw County, Mississippi",44,41.4,46.1,"Choctaw County, Mississippi",1,1.8,0.8
G2800210,2015-2019,MS,,,Mississippi,28,Claiborne County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28021,,,"Claiborne County, Mississippi",33.9,33,34.4,"Claiborne County, Mississippi",1,1.7,0.7
G2800230,2015-2019,MS,,,Mississippi,28,Clarke County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28023,,,"Clarke County, Mississippi",42.2,40.9,42.7,"Clarke County, Mississippi",0.7,1.6,0.6
G2800250,2015-2019,MS,,,Mississippi,28,Clay County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28025,,,"Clay County, Mississippi",39.5,38.2,40.8,"Clay County, Mississippi",0.6,1.1,1.3
G2800270,2015-2019,MS,,,Mississippi,28,Coahoma County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28027,,,"Coahoma County, Mississippi",34.8,32,36.9,"Coahoma County, Mississippi",0.2,0.7,0.7
G2800290,2015-2019,MS,,,Mississippi,28,Copiah County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28029,,,"Copiah County, Mississippi",38.5,37.1,39.5,"Copiah County, Mississippi",0.5,0.9,0.8
G2800310,2015-2019,MS,,,Mississippi,28,Covington County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28031,,,"Covington County, Mississippi",37.3,36.1,39.1,"Covington County, Mississippi",0.6,0.9,2.3
G2800330,2015-2019,MS,,,Mississippi,28,DeSoto County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28033,,,"DeSoto County, Mississippi",36.8,35.3,38,"DeSoto County, Mississippi",0.2,0.2,0.3
G2800350,2015-2019,MS,,,Mississippi,28,Forrest County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28035,,,"Forrest County, Mississippi",32.5,31.7,33.1,"Forrest County, Mississippi",0.3,0.4,0.5
G2800370,2015-2019,MS,,,Mississippi,28,Franklin County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28037,,,"Franklin County, Mississippi",42.5,42.6,42.3,"Franklin County, Mississippi",1,1.8,1.5
G2800390,2015-2019,MS,,,Mississippi,28,George County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28039,,,"George County, Mississippi",36.4,36.2,36.7,"George County, Mississippi",0.6,0.7,0.9
G2800410,2015-2019,MS,,,Mississippi,28,Greene County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28041,,,"Greene County, Mississippi",40.4,39.3,43.4,"Greene County, Mississippi",1.1,1,0.7
G2800430,2015-2019,MS,,,Mississippi,28,Grenada County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28043,,,"Grenada County, Mississippi",39.2,37.7,41.5,"Grenada County, Mississippi",0.8,0.9,0.7
G2800450,2015-2019,MS,,,Mississippi,28,Hancock County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28045,,,"Hancock County, Mississippi",44.4,42.6,45.6,"Hancock County, Mississippi",0.4,1.3,0.7
G2800470,2015-2019,MS,,,Mississippi,28,Harrison County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28047,,,"Harrison County, Mississippi",36.2,34.9,37.5,"Harrison County, Mississippi",0.2,0.2,0.4
G2800490,2015-2019,MS,,,Mississippi,28,Hinds County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28049,,,"Hinds County, Mississippi",34.8,32.9,36.3,"Hinds County, Mississippi",0.2,0.3,0.3
G2800510,2015-2019,MS,,,Mississippi,28,Holmes County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28051,,,"Holmes County, Mississippi",34.7,30.8,38.3,"Holmes County, Mississippi",0.4,0.8,0.5
G2800530,2015-2019,MS,,,Mississippi,28,Humphreys County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28053,,,"Humphreys County, Mississippi",38.3,35,39,"Humphreys County, Mississippi",0.4,1.8,2.5
G2800550,2015-2019,MS,,,Mississippi,28,Issaquena County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28055,,,"Issaquena County, Mississippi",42.2,39.2,45.6,"Issaquena County, Mississippi",6.1,4.2,7.3
G2800570,2015-2019,MS,,,Mississippi,28,Itawamba County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28057,,,"Itawamba County, Mississippi",39.9,38,41.5,"Itawamba County, Mississippi",0.7,0.9,1.1
G2800590,2015-2019,MS,,,Mississippi,28,Jackson County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28059,,,"Jackson County, Mississippi",38.8,38,39.6,"Jackson County, Mississippi",0.3,0.4,0.5
G2800610,2015-2019,MS,,,Mississippi,28,Jasper County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28061,,,"Jasper County, Mississippi",41,40.5,43.1,"Jasper County, Mississippi",2.5,0.8,1.2
G2800630,2015-2019,MS,,,Mississippi,28,Jefferson County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28063,,,"Jefferson County, Mississippi",40.5,40.5,40.5,"Jefferson County, Mississippi",0.3,0.5,1.2
G2800650,2015-2019,MS,,,Mississippi,28,Jefferson Davis County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28065,,,"Jefferson Davis County, Mississippi",44,42.2,46.2,"Jefferson Davis County, Mississippi",0.7,1.3,0.8
G2800670,2015-2019,MS,,,Mississippi,28,Jones County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28067,,,"Jones County, Mississippi",37.5,36.3,38.8,"Jones County, Mississippi",0.5,0.4,0.7
G2800690,2015-2019,MS,,,Mississippi,28,Kemper County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28069,,,"Kemper County, Mississippi",41.4,38.1,45,"Kemper County, Mississippi",2.5,2.7,3.4
G2800710,2015-2019,MS,,,Mississippi,28,Lafayette County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28071,,,"Lafayette County, Mississippi",30.5,29.9,31.2,"Lafayette County, Mississippi",0.3,0.6,0.6
G2800730,2015-2019,MS,,,Mississippi,28,Lamar County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28073,,,"Lamar County, Mississippi",35.9,35,36.7,"Lamar County, Mississippi",0.3,0.4,0.5
G2800750,2015-2019,MS,,,Mississippi,28,Lauderdale County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28075,,,"Lauderdale County, Mississippi",37.8,35.7,40.2,"Lauderdale County, Mississippi",0.4,0.4,0.8
G2800770,2015-2019,MS,,,Mississippi,28,Lawrence County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28077,,,"Lawrence County, Mississippi",39.9,39.6,40.2,"Lawrence County, Mississippi",0.9,1,0.9
G2800790,2015-2019,MS,,,Mississippi,28,Leake County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28079,,,"Leake County, Mississippi",36.9,33.1,40.6,"Leake County, Mississippi",0.8,1.6,1.2
G2800810,2015-2019,MS,,,Mississippi,28,Lee County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28081,,,"Lee County, Mississippi",37.5,35.9,38.7,"Lee County, Mississippi",0.4,0.4,0.5
G2800830,2015-2019,MS,,,Mississippi,28,Leflore County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28083,,,"Leflore County, Mississippi",34,30.9,35.3,"Leflore County, Mississippi",0.5,1.2,0.4
G2800850,2015-2019,MS,,,Mississippi,28,Lincoln County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28085,,,"Lincoln County, Mississippi",38.9,37.7,40.2,"Lincoln County, Mississippi",0.7,0.9,0.6
G2800870,2015-2019,MS,,,Mississippi,28,Lowndes County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28087,,,"Lowndes County, Mississippi",37.1,35,38.8,"Lowndes County, Mississippi",0.4,0.3,0.6
G2800890,2015-2019,MS,,,Mississippi,28,Madison County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28089,,,"Madison County, Mississippi",37.2,36.2,37.9,"Madison County, Mississippi",0.3,0.3,0.5
G2800910,2015-2019,MS,,,Mississippi,28,Marion County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28091,,,"Marion County, Mississippi",40.8,40.3,42.3,"Marion County, Mississippi",0.6,0.7,2.3
G2800930,2015-2019,MS,,,Mississippi,28,Marshall County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28093,,,"Marshall County, Mississippi",40.4,40,40.8,"Marshall County, Mississippi",0.7,1,0.9
G2800950,2015-2019,MS,,,Mississippi,28,Monroe County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28095,,,"Monroe County, Mississippi",41.1,39.4,43.2,"Monroe County, Mississippi",0.6,0.6,1
G2800970,2015-2019,MS,,,Mississippi,28,Montgomery County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28097,,,"Montgomery County, Mississippi",41.6,40,42.3,"Montgomery County, Mississippi",2,3,1.6
G2800990,2015-2019,MS,,,Mississippi,28,Neshoba County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28099,,,"Neshoba County, Mississippi",37.3,35.7,38.8,"Neshoba County, Mississippi",0.9,1.1,0.7
G2801010,2015-2019,MS,,,Mississippi,28,Newton County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28101,,,"Newton County, Mississippi",37,36.3,37.8,"Newton County, Mississippi",0.8,1.1,1.1
G2801030,2015-2019,MS,,,Mississippi,28,Noxubee County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28103,,,"Noxubee County, Mississippi",37,35,38.6,"Noxubee County, Mississippi",1.2,1.6,2
G2801050,2015-2019,MS,,,Mississippi,28,Oktibbeha County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28105,,,"Oktibbeha County, Mississippi",26.1,25,27.1,"Oktibbeha County, Mississippi",0.3,0.3,0.6
G2801070,2015-2019,MS,,,Mississippi,28,Panola County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28107,,,"Panola County, Mississippi",38.3,36.2,40.1,"Panola County, Mississippi",0.6,0.7,1.3
G2801090,2015-2019,MS,,,Mississippi,28,Pearl River County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28109,,,"Pearl River County, Mississippi",40.9,39.5,42.7,"Pearl River County, Mississippi",0.6,0.4,0.9
G2801110,2015-2019,MS,,,Mississippi,28,Perry County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28111,,,"Perry County, Mississippi",41.9,41.8,41.9,"Perry County, Mississippi",1,2.4,2.3
G2801130,2015-2019,MS,,,Mississippi,28,Pike County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28113,,,"Pike County, Mississippi",37.2,35.4,38.4,"Pike County, Mississippi",0.4,0.8,0.8
G2801150,2015-2019,MS,,,Mississippi,28,Pontotoc County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28115,,,"Pontotoc County, Mississippi",36.6,35.9,37.5,"Pontotoc County, Mississippi",0.8,0.9,1.1
G2801170,2015-2019,MS,,,Mississippi,28,Prentiss County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28117,,,"Prentiss County, Mississippi",39.2,36.5,41.6,"Prentiss County, Mississippi",0.9,2,1.9
G2801190,2015-2019,MS,,,Mississippi,28,Quitman County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28119,,,"Quitman County, Mississippi",38.7,37.3,41.8,"Quitman County, Mississippi",1.1,0.7,1.3
G2801210,2015-2019,MS,,,Mississippi,28,Rankin County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28121,,,"Rankin County, Mississippi",37.8,36.7,38.8,"Rankin County, Mississippi",0.3,0.4,0.4
G2801230,2015-2019,MS,,,Mississippi,28,Scott County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28123,,,"Scott County, Mississippi",36.4,34,38.8,"Scott County, Mississippi",0.7,0.8,1.2
G2801250,2015-2019,MS,,,Mississippi,28,Sharkey County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28125,,,"Sharkey County, Mississippi",41.2,36.8,43.5,"Sharkey County, Mississippi",4,6,4.4
G2801270,2015-2019,MS,,,Mississippi,28,Simpson County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28127,,,"Simpson County, Mississippi",39.5,36.9,41.5,"Simpson County, Mississippi",1.4,1.3,0.8
G2801290,2015-2019,MS,,,Mississippi,28,Smith County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28129,,,"Smith County, Mississippi",41.5,39,42.9,"Smith County, Mississippi",1.5,2.4,1.2
G2801310,2015-2019,MS,,,Mississippi,28,Stone County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28131,,,"Stone County, Mississippi",38.7,38.5,38.8,"Stone County, Mississippi",1.5,2.6,2.2
G2801330,2015-2019,MS,,,Mississippi,28,Sunflower County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28133,,,"Sunflower County, Mississippi",35.6,34.2,37.2,"Sunflower County, Mississippi",0.5,0.2,0.8
G2801350,2015-2019,MS,,,Mississippi,28,Tallahatchie County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28135,,,"Tallahatchie County, Mississippi",36.8,34.5,40,"Tallahatchie County, Mississippi",1.9,2.5,2.3
G2801370,2015-2019,MS,,,Mississippi,28,Tate County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28137,,,"Tate County, Mississippi",38.2,37.2,40.1,"Tate County, Mississippi",1.2,0.7,1.1
G2801390,2015-2019,MS,,,Mississippi,28,Tippah County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28139,,,"Tippah County, Mississippi",38.8,37.6,39.6,"Tippah County, Mississippi",0.8,1.1,1.1
G2801410,2015-2019,MS,,,Mississippi,28,Tishomingo County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28141,,,"Tishomingo County, Mississippi",42.5,41.7,43,"Tishomingo County, Mississippi",1.1,1.3,1.3
G2801430,2015-2019,MS,,,Mississippi,28,Tunica County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28143,,,"Tunica County, Mississippi",33.6,32.6,34.3,"Tunica County, Mississippi",1.7,3.4,0.9
G2801450,2015-2019,MS,,,Mississippi,28,Union County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28145,,,"Union County, Mississippi",37.9,36.8,38.8,"Union County, Mississippi",0.5,1.1,0.8
G2801470,2015-2019,MS,,,Mississippi,28,Walthall County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28147,,,"Walthall County, Mississippi",39.8,38.1,41.9,"Walthall County, Mississippi",0.7,1.5,3.9
G2801490,2015-2019,MS,,,Mississippi,28,Warren County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28149,,,"Warren County, Mississippi",39.1,37.7,40.4,"Warren County, Mississippi",0.5,0.7,0.9
G2801510,2015-2019,MS,,,Mississippi,28,Washington County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28151,,,"Washington County, Mississippi",37.2,34.8,38.9,"Washington County, Mississippi",0.5,0.5,0.5
G2801530,2015-2019,MS,,,Mississippi,28,Wayne County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28153,,,"Wayne County, Mississippi",40.2,38.3,41.4,"Wayne County, Mississippi",2.3,3.1,1.8
G2801550,2015-2019,MS,,,Mississippi,28,Webster County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28155,,,"Webster County, Mississippi",40.5,37.9,42.1,"Webster County, Mississippi",1.3,1.7,1.2
G2801570,2015-2019,MS,,,Mississippi,28,Wilkinson County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28157,,,"Wilkinson County, Mississippi",37.8,35.4,47.1,"Wilkinson County, Mississippi",1.6,1.1,2
G2801590,2015-2019,MS,,,Mississippi,28,Winston County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28159,,,"Winston County, Mississippi",42.3,41.1,44.1,"Winston County, Mississippi",0.9,1.9,1.7
G2801610,2015-2019,MS,,,Mississippi,28,Yalobusha County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28161,,,"Yalobusha County, Mississippi",42.5,41,44.5,"Yalobusha County, Mississippi",1.5,1.5,1.7
G2801630,2015-2019,MS,,,Mississippi,28,Yazoo County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US28163,,,"Yazoo County, Mississippi",36.1,34.9,38.8,"Yazoo County, Mississippi",0.6,0.2,0.6
G2900010,2015-2019,MO,,,Missouri,29,Adair County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29001,,,"Adair County, Missouri",27.6,27.4,27.7,"Adair County, Missouri",0.7,1,1.2
G2900030,2015-2019,MO,,,Missouri,29,Andrew County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29003,,,"Andrew County, Missouri",42.4,40.5,42.9,"Andrew County, Missouri",0.5,1.9,0.7
G2900050,2015-2019,MO,,,Missouri,29,Atchison County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29005,,,"Atchison County, Missouri",48.5,47.1,49.7,"Atchison County, Missouri",0.4,0.9,0.4
G2900070,2015-2019,MO,,,Missouri,29,Audrain County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29007,,,"Audrain County, Missouri",39.7,38.8,40.4,"Audrain County, Missouri",0.7,0.9,1.4
G2900090,2015-2019,MO,,,Missouri,29,Barry County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29009,,,"Barry County, Missouri",43.7,42.5,45,"Barry County, Missouri",0.6,0.5,1
G2900110,2015-2019,MO,,,Missouri,29,Barton County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29011,,,"Barton County, Missouri",41.3,39.8,43.2,"Barton County, Missouri",0.8,0.7,0.9
G2900130,2015-2019,MO,,,Missouri,29,Bates County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29013,,,"Bates County, Missouri",41.6,40.9,42.5,"Bates County, Missouri",0.9,1.1,1.4
G2900150,2015-2019,MO,,,Missouri,29,Benton County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29015,,,"Benton County, Missouri",53.6,53.1,53.9,"Benton County, Missouri",0.4,0.7,0.5
G2900170,2015-2019,MO,,,Missouri,29,Bollinger County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29017,,,"Bollinger County, Missouri",44,42.9,45.1,"Bollinger County, Missouri",0.8,1.1,1
G2900190,2015-2019,MO,,,Missouri,29,Boone County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29019,,,"Boone County, Missouri",31.2,30.6,31.9,"Boone County, Missouri",0.2,0.2,0.3
G2900210,2015-2019,MO,,,Missouri,29,Buchanan County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29021,,,"Buchanan County, Missouri",37.8,36.6,39.7,"Buchanan County, Missouri",0.4,0.4,0.5
G2900230,2015-2019,MO,,,Missouri,29,Butler County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29023,,,"Butler County, Missouri",41.3,39.1,42.8,"Butler County, Missouri",0.7,1.4,0.7
G2900250,2015-2019,MO,,,Missouri,29,Caldwell County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29025,,,"Caldwell County, Missouri",42.3,40.2,43.5,"Caldwell County, Missouri",0.7,1,0.8
G2900270,2015-2019,MO,,,Missouri,29,Callaway County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29027,,,"Callaway County, Missouri",38.6,37.1,40.3,"Callaway County, Missouri",0.5,0.6,1.1
G2900290,2015-2019,MO,,,Missouri,29,Camden County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29029,,,"Camden County, Missouri",51.5,51.3,51.9,"Camden County, Missouri",0.4,0.4,0.6
G2900310,2015-2019,MO,,,Missouri,29,Cape Girardeau County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29031,,,"Cape Girardeau County, Missouri",36.5,35.4,37.6,"Cape Girardeau County, Missouri",0.4,0.3,0.4
G2900330,2015-2019,MO,,,Missouri,29,Carroll County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29033,,,"Carroll County, Missouri",43.4,43,44.9,"Carroll County, Missouri",0.7,1.4,1.2
G2900350,2015-2019,MO,,,Missouri,29,Carter County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29035,,,"Carter County, Missouri",41.7,41.7,41.8,"Carter County, Missouri",1.2,2.1,1.7
G2900370,2015-2019,MO,,,Missouri,29,Cass County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29037,,,"Cass County, Missouri",39.8,38.2,41.4,"Cass County, Missouri",0.4,0.4,0.6
G2900390,2015-2019,MO,,,Missouri,29,Cedar County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29039,,,"Cedar County, Missouri",44.7,43.6,46.7,"Cedar County, Missouri",0.6,1.1,1.2
G2900410,2015-2019,MO,,,Missouri,29,Chariton County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29041,,,"Chariton County, Missouri",45.7,43.2,47.5,"Chariton County, Missouri",0.4,1.2,0.5
G2900430,2015-2019,MO,,,Missouri,29,Christian County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29043,,,"Christian County, Missouri",37.9,37.1,38.8,"Christian County, Missouri",0.4,0.4,0.5
G2900450,2015-2019,MO,,,Missouri,29,Clark County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29045,,,"Clark County, Missouri",44,41.8,45.3,"Clark County, Missouri",0.7,1.9,0.8
G2900470,2015-2019,MO,,,Missouri,29,Clay County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29047,,,"Clay County, Missouri",37.1,36.2,38,"Clay County, Missouri",0.2,0.2,0.3
G2900490,2015-2019,MO,,,Missouri,29,Clinton County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29049,,,"Clinton County, Missouri",41,40.6,41.7,"Clinton County, Missouri",0.8,1.1,1.7
G2900510,2015-2019,MO,,,Missouri,29,Cole County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29051,,,"Cole County, Missouri",38.6,37.8,39.7,"Cole County, Missouri",0.4,0.3,0.5
G2900530,2015-2019,MO,,,Missouri,29,Cooper County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29053,,,"Cooper County, Missouri",38.7,36.8,41.6,"Cooper County, Missouri",0.7,1.2,0.7
G2900550,2015-2019,MO,,,Missouri,29,Crawford County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29055,,,"Crawford County, Missouri",41.9,41.1,42.7,"Crawford County, Missouri",0.8,1.1,1.6
G2900570,2015-2019,MO,,,Missouri,29,Dade County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29057,,,"Dade County, Missouri",46.2,43.8,49.2,"Dade County, Missouri",0.4,0.9,0.9
G2900590,2015-2019,MO,,,Missouri,29,Dallas County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29059,,,"Dallas County, Missouri",44,42.2,44.7,"Dallas County, Missouri",0.6,1.3,0.3
G2900610,2015-2019,MO,,,Missouri,29,Daviess County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29061,,,"Daviess County, Missouri",41.1,40.4,42.1,"Daviess County, Missouri",0.7,1.2,1.7
G2900630,2015-2019,MO,,,Missouri,29,DeKalb County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29063,,,"DeKalb County, Missouri",40.4,38.7,47.2,"DeKalb County, Missouri",0.8,1,1.7
G2900650,2015-2019,MO,,,Missouri,29,Dent County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29065,,,"Dent County, Missouri",44.7,43.2,46.3,"Dent County, Missouri",0.4,1.6,0.5
G2900670,2015-2019,MO,,,Missouri,29,Douglas County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29067,,,"Douglas County, Missouri",47.3,46.7,47.7,"Douglas County, Missouri",0.4,0.6,0.3
G2900690,2015-2019,MO,,,Missouri,29,Dunklin County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US29069,,,"Dunklin County, Missouri",40,37.5,41.6,"Dunklin County, Missouri",0.6,0.9,1.1
