periodyear,planning.region,key,value,quarter,year.quarter
2021,Central,avgemp,259390,1,2021.1
2020,Central,avgemp,272345,1,2020.1
2019,Central,avgemp,271110,1,2019.1
2018,Central,avgemp,268749,1,2018.1
2017,Central,avgemp,267730,1,2017.1
2016,Central,avgemp,262544,1,2016.1
2015,Central,avgemp,259549,1,2015.1
2014,Central,avgemp,254596,1,2014.1
2013,Central,avgemp,249529,1,2013.1
2012,Central,avgemp,245180,1,2012.1
2011,Central,avgemp,241263,1,2011.1
2010,Central,avgemp,236003,1,2010.1
2009,Central,avgemp,243367,1,2009.1
2008,Central,avgemp,253169,1,2008.1
2007,Central,avgemp,252668,1,2007.1
2006,Central,avgemp,249673,1,2006.1
2005,Central,avgemp,240713,1,2005.1
2004,Central,avgemp,236402,1,2004.1
2003,Central,avgemp,234156,1,2003.1
2002,Central,avgemp,232748,1,2002.1
2001,Central,avgemp,230023,1,2001.1
2021,Northeast,avgemp,129155,1,2021.1
2020,Northeast,avgemp,139919,1,2020.1
2019,Northeast,avgemp,140549,1,2019.1
2018,Northeast,avgemp,140336,1,2018.1
2017,Northeast,avgemp,139893,1,2017.1
2016,Northeast,avgemp,137849,1,2016.1
2015,Northeast,avgemp,138980,1,2015.1
2014,Northeast,avgemp,137082,1,2014.1
2013,Northeast,avgemp,136475,1,2013.1
2012,Northeast,avgemp,133932,1,2012.1
2011,Northeast,avgemp,133813,1,2011.1
2010,Northeast,avgemp,132836,1,2010.1
2009,Northeast,avgemp,134914,1,2009.1
2008,Northeast,avgemp,139169,1,2008.1
2007,Northeast,avgemp,137990,1,2007.1
2006,Northeast,avgemp,138126,1,2006.1
2005,Northeast,avgemp,134780,1,2005.1
2004,Northeast,avgemp,134008,1,2004.1
2003,Northeast,avgemp,134855,1,2003.1
2002,Northeast,avgemp,134144,1,2002.1
2001,Northeast,avgemp,136256,1,2001.1
2021,Northwest,avgemp,208511,1,2021.1
2020,Northwest,avgemp,215390,1,2020.1
2019,Northwest,avgemp,214521,1,2019.1
2018,Northwest,avgemp,213764,1,2018.1
2017,Northwest,avgemp,212688,1,2017.1
2016,Northwest,avgemp,210163,1,2016.1
2015,Northwest,avgemp,208230,1,2015.1
2014,Northwest,avgemp,206526,1,2014.1
2013,Northwest,avgemp,204142,1,2013.1
2012,Northwest,avgemp,200073,1,2012.1
2011,Northwest,avgemp,198722,1,2011.1
2010,Northwest,avgemp,197576,1,2010.1
2009,Northwest,avgemp,200918,1,2009.1
2008,Northwest,avgemp,206046,1,2008.1
2007,Northwest,avgemp,204150,1,2007.1
2006,Northwest,avgemp,207089,1,2006.1
2005,Northwest,avgemp,201229,1,2005.1
2004,Northwest,avgemp,199411,1,2004.1
2003,Northwest,avgemp,198635,1,2003.1
2002,Northwest,avgemp,196273,1,2002.1
2001,Northwest,avgemp,194939,1,2001.1
2021,Seven County Mpls-St Paul,avgemp,1631459,1,2021.1
2020,Seven County Mpls-St Paul,avgemp,1757368,1,2020.1
2019,Seven County Mpls-St Paul,avgemp,1747831,1,2019.1
2018,Seven County Mpls-St Paul,avgemp,1735840,1,2018.1
2017,Seven County Mpls-St Paul,avgemp,1709766,1,2017.1
2016,Seven County Mpls-St Paul,avgemp,1667780,1,2016.1
2015,Seven County Mpls-St Paul,avgemp,1638051,1,2015.1
2014,Seven County Mpls-St Paul,avgemp,1607516,1,2014.1
2013,Seven County Mpls-St Paul,avgemp,1586784,1,2013.1
2012,Seven County Mpls-St Paul,avgemp,1555131,1,2012.1
2011,Seven County Mpls-St Paul,avgemp,1526363,1,2011.1
2010,Seven County Mpls-St Paul,avgemp,1499885,1,2010.1
2009,Seven County Mpls-St Paul,avgemp,1542570,1,2009.1
2008,Seven County Mpls-St Paul,avgemp,1596258,1,2008.1
2007,Seven County Mpls-St Paul,avgemp,1594648,1,2007.1
2006,Seven County Mpls-St Paul,avgemp,1586436,1,2006.1
2005,Seven County Mpls-St Paul,avgemp,1553776,1,2005.1
2004,Seven County Mpls-St Paul,avgemp,1535707,1,2004.1
2003,Seven County Mpls-St Paul,avgemp,1537546,1,2003.1
2002,Seven County Mpls-St Paul,avgemp,1547183,1,2002.1
2001,Seven County Mpls-St Paul,avgemp,1588687,1,2001.1
2021,Southeast,avgemp,231451,1,2021.1
2020,Southeast,avgemp,243320,1,2020.1
2019,Southeast,avgemp,241908,1,2019.1
2018,Southeast,avgemp,239991,1,2018.1
2017,Southeast,avgemp,237724,1,2017.1
2016,Southeast,avgemp,235833,1,2016.1
2015,Southeast,avgemp,231217,1,2015.1
2014,Southeast,avgemp,229874,1,2014.1
2013,Southeast,avgemp,230054,1,2013.1
2012,Southeast,avgemp,226730,1,2012.1
2011,Southeast,avgemp,221638,1,2011.1
2010,Southeast,avgemp,219015,1,2010.1
2009,Southeast,avgemp,225195,1,2009.1
2008,Southeast,avgemp,229569,1,2008.1
2007,Southeast,avgemp,228239,1,2007.1
2006,Southeast,avgemp,228325,1,2006.1
2005,Southeast,avgemp,222606,1,2005.1
2004,Southeast,avgemp,221420,1,2004.1
2003,Southeast,avgemp,221626,1,2003.1
2002,Southeast,avgemp,221409,1,2002.1
2001,Southeast,avgemp,224276,1,2001.1
2021,Southwest,avgemp,163696,1,2021.1
2020,Southwest,avgemp,172342,1,2020.1
2019,Southwest,avgemp,172303,1,2019.1
2018,Southwest,avgemp,172891,1,2018.1
2017,Southwest,avgemp,173554,1,2017.1
2016,Southwest,avgemp,172806,1,2016.1
2015,Southwest,avgemp,171237,1,2015.1
2014,Southwest,avgemp,170494,1,2014.1
2013,Southwest,avgemp,169966,1,2013.1
2012,Southwest,avgemp,169433,1,2012.1
2011,Southwest,avgemp,168063,1,2011.1
2010,Southwest,avgemp,166106,1,2010.1
2009,Southwest,avgemp,171143,1,2009.1
2008,Southwest,avgemp,174674,1,2008.1
2007,Southwest,avgemp,173521,1,2007.1
2006,Southwest,avgemp,174470,1,2006.1
2005,Southwest,avgemp,170059,1,2005.1
2004,Southwest,avgemp,168610,1,2004.1
2003,Southwest,avgemp,170073,1,2003.1
2002,Southwest,avgemp,169879,1,2002.1
2001,Southwest,avgemp,172478,1,2001.1
2021,Central,avgemp,271359,2,2021.2
2020,Central,avgemp,251167,2,2020.2
2019,Central,avgemp,281221,2,2019.2
2018,Central,avgemp,279197,2,2018.2
2017,Central,avgemp,278206,2,2017.2
2016,Central,avgemp,272978,2,2016.2
2015,Central,avgemp,271397,2,2015.2
2014,Central,avgemp,266045,2,2014.2
2013,Central,avgemp,260420,2,2013.2
2012,Central,avgemp,256804,2,2012.2
2011,Central,avgemp,252118,2,2011.2
2010,Central,avgemp,248362,2,2010.2
2009,Central,avgemp,249602,2,2009.2
2008,Central,avgemp,262008,2,2008.2
2007,Central,avgemp,263633,2,2007.2
2006,Central,avgemp,261027,2,2006.2
2005,Central,avgemp,253173,2,2005.2
2004,Central,avgemp,250032,2,2004.2
2003,Central,avgemp,245261,2,2003.2
2002,Central,avgemp,242656,2,2002.2
2001,Central,avgemp,239236,2,2001.2
2021,Northeast,avgemp,135365,2,2021.2
2020,Northeast,avgemp,123519,2,2020.2
2019,Northeast,avgemp,145575,2,2019.2
2018,Northeast,avgemp,144968,2,2018.2
2017,Northeast,avgemp,144412,2,2017.2
2016,Northeast,avgemp,142976,2,2016.2
2015,Northeast,avgemp,144466,2,2015.2
2014,Northeast,avgemp,142556,2,2014.2
2013,Northeast,avgemp,141373,2,2013.2
2012,Northeast,avgemp,139413,2,2012.2
2011,Northeast,avgemp,139590,2,2011.2
2010,Northeast,avgemp,138821,2,2010.2
2009,Northeast,avgemp,137404,2,2009.2
2008,Northeast,avgemp,143909,2,2008.2
2007,Northeast,avgemp,143620,2,2007.2
2006,Northeast,avgemp,142556,2,2006.2
2005,Northeast,avgemp,140917,2,2005.2
2004,Northeast,avgemp,139897,2,2004.2
2003,Northeast,avgemp,138848,2,2003.2
2002,Northeast,avgemp,139331,2,2002.2
2001,Northeast,avgemp,139819,2,2001.2
2021,Northwest,avgemp,220526,2,2021.2
2020,Northwest,avgemp,201543,2,2020.2
2019,Northwest,avgemp,226774,2,2019.2
2018,Northwest,avgemp,225764,2,2018.2
2017,Northwest,avgemp,224660,2,2017.2
2016,Northwest,avgemp,222564,2,2016.2
2015,Northwest,avgemp,221514,2,2015.2
2014,Northwest,avgemp,219961,2,2014.2
2013,Northwest,avgemp,216650,2,2013.2
2012,Northwest,avgemp,214029,2,2012.2
2011,Northwest,avgemp,211882,2,2011.2
2010,Northwest,avgemp,211172,2,2010.2
2009,Northwest,avgemp,210888,2,2009.2
2008,Northwest,avgemp,216781,2,2008.2
2007,Northwest,avgemp,216215,2,2007.2
2006,Northwest,avgemp,217308,2,2006.2
2005,Northwest,avgemp,215258,2,2005.2
2004,Northwest,avgemp,216041,2,2004.2
2003,Northwest,avgemp,211832,2,2003.2
2002,Northwest,avgemp,209443,2,2002.2
2001,Northwest,avgemp,206923,2,2001.2
2021,Seven County Mpls-St Paul,avgemp,1680067,2,2021.2
2020,Seven County Mpls-St Paul,avgemp,1550012,2,2020.2
2019,Seven County Mpls-St Paul,avgemp,1783447,2,2019.2
2018,Seven County Mpls-St Paul,avgemp,1765642,2,2018.2
2017,Seven County Mpls-St Paul,avgemp,1743797,2,2017.2
2016,Seven County Mpls-St Paul,avgemp,1709247,2,2016.2
2015,Seven County Mpls-St Paul,avgemp,1684951,2,2015.2
2014,Seven County Mpls-St Paul,avgemp,1649932,2,2014.2
2013,Seven County Mpls-St Paul,avgemp,1626683,2,2013.2
2012,Seven County Mpls-St Paul,avgemp,1598991,2,2012.2
2011,Seven County Mpls-St Paul,avgemp,1572390,2,2011.2
2010,Seven County Mpls-St Paul,avgemp,1547799,2,2010.2
2009,Seven County Mpls-St Paul,avgemp,1553261,2,2009.2
2008,Seven County Mpls-St Paul,avgemp,1624198,2,2008.2
2007,Seven County Mpls-St Paul,avgemp,1632008,2,2007.2
2006,Seven County Mpls-St Paul,avgemp,1626475,2,2006.2
2005,Seven County Mpls-St Paul,avgemp,1598825,2,2005.2
2004,Seven County Mpls-St Paul,avgemp,1585091,2,2004.2
2003,Seven County Mpls-St Paul,avgemp,1573551,2,2003.2
2002,Seven County Mpls-St Paul,avgemp,1573538,2,2002.2
2001,Seven County Mpls-St Paul,avgemp,1612162,2,2001.2
2021,Southeast,avgemp,239278,2,2021.2
2020,Southeast,avgemp,221110,2,2020.2
2019,Southeast,avgemp,247738,2,2019.2
2018,Southeast,avgemp,245950,2,2018.2
2017,Southeast,avgemp,244802,2,2017.2
2016,Southeast,avgemp,242479,2,2016.2
2015,Southeast,avgemp,239018,2,2015.2
2014,Southeast,avgemp,237004,2,2014.2
2013,Southeast,avgemp,236363,2,2013.2
2012,Southeast,avgemp,234142,2,2012.2
2011,Southeast,avgemp,229821,2,2011.2
2010,Southeast,avgemp,226784,2,2010.2
2009,Southeast,avgemp,228703,2,2009.2
2008,Southeast,avgemp,235599,2,2008.2
2007,Southeast,avgemp,235479,2,2007.2
2006,Southeast,avgemp,235003,2,2006.2
2005,Southeast,avgemp,230872,2,2005.2
2004,Southeast,avgemp,229645,2,2004.2
2003,Southeast,avgemp,227591,2,2003.2
2002,Southeast,avgemp,227470,2,2002.2
2001,Southeast,avgemp,228398,2,2001.2
2021,Southwest,avgemp,169830,2,2021.2
2020,Southwest,avgemp,160768,2,2020.2
2019,Southwest,avgemp,177971,2,2019.2
2018,Southwest,avgemp,178334,2,2018.2
2017,Southwest,avgemp,179022,2,2017.2
2016,Southwest,avgemp,178933,2,2016.2
2015,Southwest,avgemp,177832,2,2015.2
2014,Southwest,avgemp,176178,2,2014.2
2013,Southwest,avgemp,175903,2,2013.2
2012,Southwest,avgemp,175129,2,2012.2
2011,Southwest,avgemp,174477,2,2011.2
2010,Southwest,avgemp,172966,2,2010.2
2009,Southwest,avgemp,175272,2,2009.2
2008,Southwest,avgemp,180205,2,2008.2
2007,Southwest,avgemp,179976,2,2007.2
2006,Southwest,avgemp,180088,2,2006.2
2005,Southwest,avgemp,177745,2,2005.2
2004,Southwest,avgemp,176823,2,2004.2
2003,Southwest,avgemp,175947,2,2003.2
2002,Southwest,avgemp,176545,2,2002.2
2001,Southwest,avgemp,177408,2,2001.2
2021,Central,avgemp,270859,3,2021.3
2020,Central,avgemp,263913,3,2020.3
2019,Central,avgemp,280629,3,2019.3
2018,Central,avgemp,278944,3,2018.3
2017,Central,avgemp,276396,3,2017.3
2016,Central,avgemp,272569,3,2016.3
2015,Central,avgemp,270363,3,2015.3
2014,Central,avgemp,266519,3,2014.3
2013,Central,avgemp,261412,3,2013.3
2012,Central,avgemp,255791,3,2012.3
2011,Central,avgemp,251612,3,2011.3
2010,Central,avgemp,247192,3,2010.3
2009,Central,avgemp,246545,3,2009.3
2008,Central,avgemp,259946,3,2008.3
2007,Central,avgemp,261864,3,2007.3
2006,Central,avgemp,259186,3,2006.3
2005,Central,avgemp,255432,3,2005.3
2004,Central,avgemp,248237,3,2004.3
2003,Central,avgemp,243478,3,2003.3
2002,Central,avgemp,242163,3,2002.3
2001,Central,avgemp,237590,3,2001.3
2021,Northeast,avgemp,136500,3,2021.3
2020,Northeast,avgemp,131906,3,2020.3
2019,Northeast,avgemp,144994,3,2019.3
2018,Northeast,avgemp,145332,3,2018.3
2017,Northeast,avgemp,145404,3,2017.3
2016,Northeast,avgemp,144176,3,2016.3
2015,Northeast,avgemp,145201,3,2015.3
2014,Northeast,avgemp,144431,3,2014.3
2013,Northeast,avgemp,142529,3,2013.3
2012,Northeast,avgemp,140822,3,2012.3
2011,Northeast,avgemp,139958,3,2011.3
2010,Northeast,avgemp,139644,3,2010.3
2009,Northeast,avgemp,137765,3,2009.3
2008,Northeast,avgemp,144527,3,2008.3
2007,Northeast,avgemp,144488,3,2007.3
2006,Northeast,avgemp,143635,3,2006.3
2005,Northeast,avgemp,142755,3,2005.3
2004,Northeast,avgemp,140652,3,2004.3
2003,Northeast,avgemp,139060,3,2003.3
2002,Northeast,avgemp,141631,3,2002.3
2001,Northeast,avgemp,140817,3,2001.3
2021,Northwest,avgemp,224302,3,2021.3
2020,Northwest,avgemp,214484,3,2020.3
2019,Northwest,avgemp,227590,3,2019.3
2018,Northwest,avgemp,227378,3,2018.3
2017,Northwest,avgemp,225506,3,2017.3
2016,Northwest,avgemp,224283,3,2016.3
2015,Northwest,avgemp,221806,3,2015.3
2014,Northwest,avgemp,221322,3,2014.3
2013,Northwest,avgemp,218286,3,2013.3
2012,Northwest,avgemp,215420,3,2012.3
2011,Northwest,avgemp,212613,3,2011.3
2010,Northwest,avgemp,211923,3,2010.3
2009,Northwest,avgemp,210769,3,2009.3
2008,Northwest,avgemp,217660,3,2008.3
2007,Northwest,avgemp,217454,3,2007.3
2006,Northwest,avgemp,217099,3,2006.3
2005,Northwest,avgemp,217117,3,2005.3
2004,Northwest,avgemp,214554,3,2004.3
2003,Northwest,avgemp,211007,3,2003.3
2002,Northwest,avgemp,210320,3,2002.3
2001,Northwest,avgemp,206955,3,2001.3
2021,Seven County Mpls-St Paul,avgemp,1684839,3,2021.3
2020,Seven County Mpls-St Paul,avgemp,1619247,3,2020.3
2019,Seven County Mpls-St Paul,avgemp,1780901,3,2019.3
2018,Seven County Mpls-St Paul,avgemp,1766209,3,2018.3
2017,Seven County Mpls-St Paul,avgemp,1742648,3,2017.3
2016,Seven County Mpls-St Paul,avgemp,1714535,3,2016.3
2015,Seven County Mpls-St Paul,avgemp,1680550,3,2015.3
2014,Seven County Mpls-St Paul,avgemp,1648535,3,2014.3
2013,Seven County Mpls-St Paul,avgemp,1623990,3,2013.3
2012,Seven County Mpls-St Paul,avgemp,1594686,3,2012.3
2011,Seven County Mpls-St Paul,avgemp,1569777,3,2011.3
2010,Seven County Mpls-St Paul,avgemp,1541447,3,2010.3
2009,Seven County Mpls-St Paul,avgemp,1530193,3,2009.3
2008,Seven County Mpls-St Paul,avgemp,1616344,3,2008.3
2007,Seven County Mpls-St Paul,avgemp,1626056,3,2007.3
2006,Seven County Mpls-St Paul,avgemp,1617248,3,2006.3
2005,Seven County Mpls-St Paul,avgemp,1601745,3,2005.3
2004,Seven County Mpls-St Paul,avgemp,1574796,3,2004.3
2003,Seven County Mpls-St Paul,avgemp,1556304,3,2003.3
2002,Seven County Mpls-St Paul,avgemp,1560003,3,2002.3
2001,Seven County Mpls-St Paul,avgemp,1591833,3,2001.3
2021,Southeast,avgemp,239798,3,2021.3
2020,Southeast,avgemp,232583,3,2020.3
2019,Southeast,avgemp,248200,3,2019.3
2018,Southeast,avgemp,246232,3,2018.3
2017,Southeast,avgemp,244136,3,2017.3
2016,Southeast,avgemp,242234,3,2016.3
2015,Southeast,avgemp,239193,3,2015.3
2014,Southeast,avgemp,236356,3,2014.3
2013,Southeast,avgemp,236289,3,2013.3
2012,Southeast,avgemp,234780,3,2012.3
2011,Southeast,avgemp,230814,3,2011.3
2010,Southeast,avgemp,226674,3,2010.3
2009,Southeast,avgemp,226542,3,2009.3
2008,Southeast,avgemp,236103,3,2008.3
2007,Southeast,avgemp,236247,3,2007.3
2006,Southeast,avgemp,234503,3,2006.3
2005,Southeast,avgemp,232016,3,2005.3
2004,Southeast,avgemp,228561,3,2004.3
2003,Southeast,avgemp,226057,3,2003.3
2002,Southeast,avgemp,227780,3,2002.3
2001,Southeast,avgemp,227861,3,2001.3
2021,Southwest,avgemp,168781,3,2021.3
2020,Southwest,avgemp,166045,3,2020.3
2019,Southwest,avgemp,176626,3,2019.3
2018,Southwest,avgemp,177291,3,2018.3
2017,Southwest,avgemp,177121,3,2017.3
2016,Southwest,avgemp,177629,3,2016.3
2015,Southwest,avgemp,175967,3,2015.3
2014,Southwest,avgemp,174370,3,2014.3
2013,Southwest,avgemp,174044,3,2013.3
2012,Southwest,avgemp,172936,3,2012.3
2011,Southwest,avgemp,172761,3,2011.3
2010,Southwest,avgemp,171227,3,2010.3
2009,Southwest,avgemp,171140,3,2009.3
2008,Southwest,avgemp,177701,3,2008.3
2007,Southwest,avgemp,178060,3,2007.3
2006,Southwest,avgemp,177738,3,2006.3
2005,Southwest,avgemp,177346,3,2005.3
2004,Southwest,avgemp,174059,3,2004.3
2003,Southwest,avgemp,173166,3,2003.3
2002,Southwest,avgemp,174953,3,2002.3
2001,Southwest,avgemp,173843,3,2001.3
2020,Central,avgemp,266251,4,2020.4
2019,Central,avgemp,280951,4,2019.4
2018,Central,avgemp,279741,4,2018.4
2017,Central,avgemp,277377,4,2017.4
2016,Central,avgemp,274152,4,2016.4
2015,Central,avgemp,271451,4,2015.4
2014,Central,avgemp,267633,4,2014.4
2013,Central,avgemp,263852,4,2013.4
2012,Central,avgemp,258155,4,2012.4
2011,Central,avgemp,253519,4,2011.4
2010,Central,avgemp,249682,4,2010.4
2009,Central,avgemp,247556,4,2009.4
2008,Central,avgemp,259635,4,2008.4
2007,Central,avgemp,263786,4,2007.4
2006,Central,avgemp,260835,4,2006.4
2005,Central,avgemp,256749,4,2005.4
2004,Central,avgemp,252134,4,2004.4
2003,Central,avgemp,245173,4,2003.4
2002,Central,avgemp,242910,4,2002.4
2001,Central,avgemp,240187,4,2001.4
2020,Northeast,avgemp,132345,4,2020.4
2019,Northeast,avgemp,143612,4,2019.4
2018,Northeast,avgemp,144057,4,2018.4
2017,Northeast,avgemp,143737,4,2017.4
2016,Northeast,avgemp,142492,4,2016.4
2015,Northeast,avgemp,142277,4,2015.4
2014,Northeast,avgemp,142370,4,2014.4
2013,Northeast,avgemp,140906,4,2013.4
2012,Northeast,avgemp,139840,4,2012.4
2011,Northeast,avgemp,137931,4,2011.4
2010,Northeast,avgemp,138450,4,2010.4
2009,Northeast,avgemp,136892,4,2009.4
2008,Northeast,avgemp,141867,4,2008.4
2007,Northeast,avgemp,143603,4,2007.4
2006,Northeast,avgemp,142229,4,2006.4
2005,Northeast,avgemp,141645,4,2005.4
2004,Northeast,avgemp,139978,4,2004.4
2003,Northeast,avgemp,137332,4,2003.4
2002,Northeast,avgemp,139604,4,2002.4
2001,Northeast,avgemp,139175,4,2001.4
2020,Northwest,avgemp,213027,4,2020.4
2019,Northwest,avgemp,224054,4,2019.4
2018,Northwest,avgemp,223867,4,2018.4
2017,Northwest,avgemp,222508,4,2017.4
2016,Northwest,avgemp,220175,4,2016.4
2015,Northwest,avgemp,219905,4,2015.4
2014,Northwest,avgemp,217768,4,2014.4
2013,Northwest,avgemp,215837,4,2013.4
2012,Northwest,avgemp,212726,4,2012.4
2011,Northwest,avgemp,209643,4,2011.4
2010,Northwest,avgemp,209561,4,2010.4
2009,Northwest,avgemp,209071,4,2009.4
2008,Northwest,avgemp,214077,4,2008.4
2007,Northwest,avgemp,214428,4,2007.4
2006,Northwest,avgemp,214057,4,2006.4
2005,Northwest,avgemp,214091,4,2005.4
2004,Northwest,avgemp,212410,4,2004.4
2003,Northwest,avgemp,208783,4,2003.4
2002,Northwest,avgemp,207750,4,2002.4
2001,Northwest,avgemp,204742,4,2001.4
2020,Seven County Mpls-St Paul,avgemp,1654181,4,2020.4
2019,Seven County Mpls-St Paul,avgemp,1793578,4,2019.4
2018,Seven County Mpls-St Paul,avgemp,1783608,4,2018.4
2017,Seven County Mpls-St Paul,avgemp,1762014,4,2017.4
2016,Seven County Mpls-St Paul,avgemp,1732541,4,2016.4
2015,Seven County Mpls-St Paul,avgemp,1697615,4,2015.4
2014,Seven County Mpls-St Paul,avgemp,1667501,4,2014.4
2013,Seven County Mpls-St Paul,avgemp,1644989,4,2013.4
2012,Seven County Mpls-St Paul,avgemp,1615105,4,2012.4
2011,Seven County Mpls-St Paul,avgemp,1590132,4,2011.4
2010,Seven County Mpls-St Paul,avgemp,1559032,4,2010.4
2009,Seven County Mpls-St Paul,avgemp,1541215,4,2009.4
2008,Seven County Mpls-St Paul,avgemp,1614384,4,2008.4
2007,Seven County Mpls-St Paul,avgemp,1638037,4,2007.4
2006,Seven County Mpls-St Paul,avgemp,1630926,4,2006.4
2005,Seven County Mpls-St Paul,avgemp,1621500,4,2005.4
2004,Seven County Mpls-St Paul,avgemp,1598772,4,2004.4
2003,Seven County Mpls-St Paul,avgemp,1576834,4,2003.4
2002,Seven County Mpls-St Paul,avgemp,1581433,4,2002.4
2001,Seven County Mpls-St Paul,avgemp,1600265,4,2001.4
2020,Southeast,avgemp,235528,4,2020.4
2019,Southeast,avgemp,249385,4,2019.4
2018,Southeast,avgemp,246247,4,2018.4
2017,Southeast,avgemp,244344,4,2017.4
2016,Southeast,avgemp,243652,4,2016.4
2015,Southeast,avgemp,241140,4,2015.4
2014,Southeast,avgemp,238293,4,2014.4
2013,Southeast,avgemp,237932,4,2013.4
2012,Southeast,avgemp,236934,4,2012.4
2011,Southeast,avgemp,231801,4,2011.4
2010,Southeast,avgemp,227885,4,2010.4
2009,Southeast,avgemp,227228,4,2009.4
2008,Southeast,avgemp,235685,4,2008.4
2007,Southeast,avgemp,236993,4,2007.4
2006,Southeast,avgemp,235464,4,2006.4
2005,Southeast,avgemp,233094,4,2005.4
2004,Southeast,avgemp,230280,4,2004.4
2003,Southeast,avgemp,226858,4,2003.4
2002,Southeast,avgemp,228490,4,2002.4
2001,Southeast,avgemp,227382,4,2001.4
2020,Southwest,avgemp,169701,4,2020.4
2019,Southwest,avgemp,179514,4,2019.4
2018,Southwest,avgemp,179737,4,2018.4
2017,Southwest,avgemp,180073,4,2017.4
2016,Southwest,avgemp,179596,4,2016.4
2015,Southwest,avgemp,178520,4,2015.4
2014,Southwest,avgemp,177001,4,2014.4
2013,Southwest,avgemp,177299,4,2013.4
2012,Southwest,avgemp,175916,4,2012.4
2011,Southwest,avgemp,174946,4,2011.4
2010,Southwest,avgemp,173868,4,2010.4
2009,Southwest,avgemp,172912,4,2009.4
2008,Southwest,avgemp,179784,4,2008.4
2007,Southwest,avgemp,179835,4,2007.4
2006,Southwest,avgemp,179639,4,2006.4
2005,Southwest,avgemp,178804,4,2005.4
2004,Southwest,avgemp,176579,4,2004.4
2003,Southwest,avgemp,174554,4,2003.4
2002,Southwest,avgemp,176425,4,2002.4
2001,Southwest,avgemp,175242,4,2001.4
2021,Central,avg_estab,18328,1,2021.1
2020,Central,avg_estab,18208,1,2020.1
2019,Central,avg_estab,17815,1,2019.1
2018,Central,avg_estab,17546,1,2018.1
2017,Central,avg_estab,16862,1,2017.1
2016,Central,avg_estab,16407,1,2016.1
2015,Central,avg_estab,16749,1,2015.1
2014,Central,avg_estab,17035,1,2014.1
2013,Central,avg_estab,17056,1,2013.1
2012,Central,avg_estab,17305,1,2012.1
2011,Central,avg_estab,17119,1,2011.1
2010,Central,avg_estab,17061,1,2010.1
2009,Central,avg_estab,17377,1,2009.1
2008,Central,avg_estab,17888,1,2008.1
2007,Central,avg_estab,17913,1,2007.1
2006,Central,avg_estab,18482,1,2006.1
2005,Central,avg_estab,17400,1,2005.1
2004,Central,avg_estab,16978,1,2004.1
2003,Central,avg_estab,16436,1,2003.1
2002,Central,avg_estab,15944,1,2002.1
2001,Central,avg_estab,15698,1,2001.1
2021,Northeast,avg_estab,8788,1,2021.1
2020,Northeast,avg_estab,8824,1,2020.1
2019,Northeast,avg_estab,8730,1,2019.1
2018,Northeast,avg_estab,8711,1,2018.1
2017,Northeast,avg_estab,8505,1,2017.1
2016,Northeast,avg_estab,8372,1,2016.1
2015,Northeast,avg_estab,8547,1,2015.1
2014,Northeast,avg_estab,8629,1,2014.1
2013,Northeast,avg_estab,8820,1,2013.1
2012,Northeast,avg_estab,9098,1,2012.1
2011,Northeast,avg_estab,9211,1,2011.1
2010,Northeast,avg_estab,9243,1,2010.1
2009,Northeast,avg_estab,9390,1,2009.1
2008,Northeast,avg_estab,9582,1,2008.1
2007,Northeast,avg_estab,9615,1,2007.1
2006,Northeast,avg_estab,9878,1,2006.1
2005,Northeast,avg_estab,9482,1,2005.1
2004,Northeast,avg_estab,9336,1,2004.1
2003,Northeast,avg_estab,9309,1,2003.1
2002,Northeast,avg_estab,9215,1,2002.1
2001,Northeast,avg_estab,9281,1,2001.1
2021,Northwest,avg_estab,17080,1,2021.1
2020,Northwest,avg_estab,17098,1,2020.1
2019,Northwest,avg_estab,16826,1,2019.1
2018,Northwest,avg_estab,16791,1,2018.1
2017,Northwest,avg_estab,16286,1,2017.1
2016,Northwest,avg_estab,15946,1,2016.1
2015,Northwest,avg_estab,16358,1,2015.1
2014,Northwest,avg_estab,16457,1,2014.1
2013,Northwest,avg_estab,16834,1,2013.1
2012,Northwest,avg_estab,17148,1,2012.1
2011,Northwest,avg_estab,17055,1,2011.1
2010,Northwest,avg_estab,16913,1,2010.1
2009,Northwest,avg_estab,17116,1,2009.1
2008,Northwest,avg_estab,17428,1,2008.1
2007,Northwest,avg_estab,17325,1,2007.1
2006,Northwest,avg_estab,17845,1,2006.1
2005,Northwest,avg_estab,16882,1,2005.1
2004,Northwest,avg_estab,16735,1,2004.1
2003,Northwest,avg_estab,16445,1,2003.1
2002,Northwest,avg_estab,16105,1,2002.1
2001,Northwest,avg_estab,15990,1,2001.1
2021,Seven County Mpls-St Paul,avg_estab,85268,1,2021.1
2020,Seven County Mpls-St Paul,avg_estab,84762,1,2020.1
2019,Seven County Mpls-St Paul,avg_estab,82823,1,2019.1
2018,Seven County Mpls-St Paul,avg_estab,81303,1,2018.1
2017,Seven County Mpls-St Paul,avg_estab,77648,1,2017.1
2016,Seven County Mpls-St Paul,avg_estab,75110,1,2016.1
2015,Seven County Mpls-St Paul,avg_estab,77280,1,2015.1
2014,Seven County Mpls-St Paul,avg_estab,78109,1,2014.1
2013,Seven County Mpls-St Paul,avg_estab,78161,1,2013.1
2012,Seven County Mpls-St Paul,avg_estab,80295,1,2012.1
2011,Seven County Mpls-St Paul,avg_estab,79682,1,2011.1
