county,parents.lf.num,countyfp,Dem_Desc,edr,planning.region,mif,year,ccc.capacity,fcc.capacity
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2014,7306,6239
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2015,7610,5949
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2016,7687,5652
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2017,8301,5430
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2018,8544,5096
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2019,8649,4775
Anoka,19278,003,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2020,8326,4504
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2000,1803,2240
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2001,1789,2341
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2002,1761,2331
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2003,1920,2305
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2004,1842,2204
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2005,2072,2282
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2006,2162,2358
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2007,2392,2227
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2008,2438,2226
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2009,2433,2198
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2010,2604,2166
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2011,2575,2094
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2012,2786,2047
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2013,2999,1902
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2014,3041,1802
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2015,3146,1617
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2016,3296,1574
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2017,4089,1422
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2018,4236,1357
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2019,4272,1291
Carver,5766,019,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2020,4387,1192
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2000,9230,11340
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2001,9435,11148
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2002,8924,11044
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2003,8800,11200
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2004,8225,10674
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2005,8648,10502
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2006,8880,10201
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2007,9144,9846
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2008,9213,9906
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2009,9576,9949
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2010,9306,9882
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2011,9852,9475
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2012,10055,9101
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2013,10370,8730
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2014,10244,8044
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2015,11122,7278
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2016,12288,7037
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2017,13067,6442
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2018,13699,6123
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2019,13610,5884
Dakota,24621,037,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2020,14000,5654
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2000,27083,21753
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2001,27401,20656
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2002,27449,20249
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2003,27315,19248
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2004,27399,17970
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2005,27174,16236
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2006,27829,15515
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2007,28364,14789
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2008,28837,14089
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2009,29517,13439
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2010,29933,13310
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2011,31054,12562
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2012,32674,12235
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2013,34875,11752
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2014,36502,11149
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2015,38771,10615
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2016,41958,9839
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2017,44347,8829
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2018,45383,8189
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2019,46184,7618
Hennepin,64958,053,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2020,46026,7358
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2000,11174,11515
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2001,11511,11579
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2002,11627,10931
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2003,11206,10693
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2004,10771,9551
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2005,11127,9060
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2006,10929,8733
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2007,10932,8330
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2008,11127,7924
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2009,11011,7755
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2010,11390,7602
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2011,11952,7076
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2012,12187,6844
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2013,12774,6220
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2014,12933,5665
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2015,13053,5196
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2016,13439,5052
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2017,13623,4611
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2018,13720,4238
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2019,13973,3905
Ramsey,31269,123,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2020,13724,3706
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2000,1250,4754
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2001,1439,4845
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2002,1658,4979
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2003,1682,5157
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2004,1616,4937
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2005,1832,4909
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2006,2094,4854
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2007,2105,4883
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2008,2164,4942
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2009,2328,5154
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2010,2509,5185
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2011,2539,5051
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2012,2564,4949
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2013,2718,4735
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2014,2801,4564
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2015,2882,4436
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2016,3042,4181
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2017,3097,3842
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2018,3668,3590
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2019,3661,3398
Scott,9813,139,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2020,4068,3111
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2000,4595,7277
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2001,4903,6960
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2002,5025,6467
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2003,4855,6303
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2004,4748,6070
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2005,4946,5960
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2006,5086,5741
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2007,5439,5642
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2008,5513,5591
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2009,5395,5307
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2010,5302,5224
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2011,5360,5157
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2012,5467,5024
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2013,5609,4963
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2014,5755,4777
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2015,5764,4568
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2016,6130,4429
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2017,6705,4358
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2018,6660,4063
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2019,7180,3762
Washington,13763,163,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC,2020,7285,3595
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2000,15,342
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2001,15,410
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2002,0,404
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2003,0,412
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2004,0,384
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2005,0,414
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2006,0,400
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2007,0,358
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2008,96,350
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2009,94,332
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2010,96,326
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2011,86,304
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2012,86,342
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2013,86,334
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2014,0,346
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2015,0,292
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2016,0,256
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2017,0,234
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2018,0,236
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2019,21,272
Aitkin,604,001,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2020,40,246
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2000,364,884
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2001,355,946
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2002,383,974
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2003,494,946
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2004,426,962
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2005,480,890
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2006,432,844
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2007,497,870
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2008,528,788
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2009,467,834
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2010,487,820
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2011,388,810
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2012,378,762
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2013,398,746
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2014,422,610
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2015,356,644
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2016,412,612
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2017,452,590
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2018,499,532
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2019,507,530
Carlton,1719,017,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2020,537,488
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2000,16,126
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2001,16,124
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2002,16,118
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2003,16,100
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2004,16,98
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2005,16,96
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2006,16,80
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2007,16,80
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2008,16,82
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2009,16,110
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2010,16,102
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2011,16,100
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2012,0,96
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2013,0,120
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2014,0,145
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2015,0,112
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2016,0,121
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2017,0,97
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2018,42,74
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2019,42,64
Cook,199,031,Entirely rural,EDR 3 - Arrowhead,Northeast,NE,2020,42,64
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2000,516,848
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2001,509,830
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2002,521,886
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2003,469,911
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2004,485,945
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2005,558,937
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2006,540,850
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2007,564,892
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2008,615,856
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2009,625,870
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2010,619,876
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2011,620,846
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2012,620,844
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2013,584,842
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2014,584,794
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2015,548,769
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2016,548,819
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2017,656,767
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2018,679,770
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2019,688,738
Itasca,1890,061,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2020,664,679
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2000,79,371
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2001,89,377
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2002,108,368
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2003,98,365
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2004,88,323
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2005,88,287
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2006,88,323
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2007,88,244
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2008,78,248
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2009,78,258
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2010,60,268
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2011,98,286
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2012,98,302
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2013,98,300
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2014,98,276
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2015,60,248
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2016,60,272
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2017,60,226
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2018,60,230
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2019,60,194
Koochiching,541,071,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2020,60,204
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2000,40,210
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2001,54,162
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2002,54,168
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2003,54,177
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2004,46,190
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2005,32,150
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2006,32,172
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2007,32,162
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2008,52,148
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2009,52,152
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2010,52,130
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2011,52,152
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2012,52,174
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2013,20,156
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2014,20,166
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2015,20,122
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2016,20,116
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2017,62,144
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2018,62,144
Lake,360,075,Town/rural mix,EDR 3 - Arrowhead,Northeast,NE,2019,62,136
